location,count,crime_type
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Haryana,2012.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2001.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2002.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2003.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2004.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2005.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2006.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2007.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2008.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2009.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2010.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2011.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Himachal Pradesh,2012.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2001.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2002.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2003.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2004.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2005.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2006.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2007.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2008.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2009.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2010.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2011.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jammu & Kashmir,2012.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2001.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2002.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2003.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2004.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2005.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2006.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2007.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2008.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2009.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2010.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2011.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Jharkhand,2012.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2001.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2002.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2003.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2004.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2005.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2006.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2007.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2008.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2009.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2010.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2011.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Karnataka,2012.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2001.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2002.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2003.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2004.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2005.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2006.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2007.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2008.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2009.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2010.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2011.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Kerala,2012.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2001.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2002.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2003.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2004.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2005.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
Madhya Pradesh,2006.0,general
