location,count,crime_type
Arunachal Pradesh,2006.0,general
Arunachal Pradesh,2006.0,general
Arunachal Pradesh,2006.0,general
Arunachal Pradesh,2006.0,general
Arunachal Pradesh,2006.0,general
Arunachal Pradesh,2006.0,general
Arunachal Pradesh,2006.0,general
Arunachal Pradesh,2006.0,general
Arunachal Pradesh,2006.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2007.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2008.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2009.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2010.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2011.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Arunachal Pradesh,2012.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2001.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2002.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2003.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2004.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2005.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2006.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2007.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2008.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2009.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2010.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2011.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Assam,2012.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2001.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2002.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2003.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2004.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2005.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2006.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2007.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2008.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2009.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2010.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2011.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Bihar,2012.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2001.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2002.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2003.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2004.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2005.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2006.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2007.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2008.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2009.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2010.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2011.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Chhattisgarh,2012.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2001.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2002.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2003.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2004.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2005.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2006.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2007.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2008.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2009.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2010.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2011.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Goa,2012.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2001.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2002.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2003.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2004.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2005.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2006.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2007.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2008.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2009.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2010.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2011.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Gujarat,2012.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2001.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2002.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2003.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2004.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2005.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2006.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2007.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2008.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2009.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2010.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
Haryana,2011.0,general
